workerID,taskID,response,goldLabel,taskContent
A1AVJRFM6L0RN8,594,25,37,outcri n korea 'nuclear test
ADAGUJNWMEPT6,594,80,37,outcri n korea 'nuclear test
A1LY3NJTYW9TFF,594,5,37,outcri n korea 'nuclear test
A14WWG6NKBDWGP,594,30,37,outcri n korea 'nuclear test
A1VYRD3HO2WDUN,594,20,37,outcri n korea 'nuclear test
A1XUURRBT9RYFW,594,10,37,outcri n korea 'nuclear test
A1M0SEWUJYX9K0,594,60,37,outcri n korea 'nuclear test
A2KBTYNGUFRB9N,594,80,37,outcri n korea 'nuclear test
A3POYFULMTNW1H,594,25,37,outcri n korea 'nuclear test
ARQ4J4TLTPBNC,594,100,37,outcri n korea 'nuclear test
A1AVJRFM6L0RN8,582,0,48,isra retali attack lebanes armi
ADAGUJNWMEPT6,582,5,48,isra retali attack lebanes armi
A1LY3NJTYW9TFF,582,0,48,isra retali attack lebanes armi
A14WWG6NKBDWGP,582,50,48,isra retali attack lebanes armi
A1VYRD3HO2WDUN,582,0,48,isra retali attack lebanes armi
A1XUURRBT9RYFW,582,10,48,isra retali attack lebanes armi
A1M0SEWUJYX9K0,582,75,48,isra retali attack lebanes armi
A2KBTYNGUFRB9N,582,50,48,isra retali attack lebanes armi
A3POYFULMTNW1H,582,0,48,isra retali attack lebanes armi
ARQ4J4TLTPBNC,582,100,48,isra retali attack lebanes armi
A1AVJRFM6L0RN8,593,0,0,studi men 's sweat trigger high sexual arous women
ADAGUJNWMEPT6,593,0,0,studi men 's sweat trigger high sexual arous women
A1LY3NJTYW9TFF,593,0,0,studi men 's sweat trigger high sexual arous women
A14WWG6NKBDWGP,593,0,0,studi men 's sweat trigger high sexual arous women
A1VYRD3HO2WDUN,593,0,0,studi men 's sweat trigger high sexual arous women
A1XUURRBT9RYFW,593,0,0,studi men 's sweat trigger high sexual arous women
A1M0SEWUJYX9K0,593,0,0,studi men 's sweat trigger high sexual arous women
A2KBTYNGUFRB9N,593,0,0,studi men 's sweat trigger high sexual arous women
A3POYFULMTNW1H,593,0,0,studi men 's sweat trigger high sexual arous women
ARQ4J4TLTPBNC,593,0,0,studi men 's sweat trigger high sexual arous women
A1AVJRFM6L0RN8,592,0,0,palestinian faction resum talk
ADAGUJNWMEPT6,592,0,0,palestinian faction resum talk
A1LY3NJTYW9TFF,592,10,0,palestinian faction resum talk
A14WWG6NKBDWGP,592,0,0,palestinian faction resum talk
A1VYRD3HO2WDUN,592,0,0,palestinian faction resum talk
A1XUURRBT9RYFW,592,0,0,palestinian faction resum talk
A1M0SEWUJYX9K0,592,0,0,palestinian faction resum talk
A2KBTYNGUFRB9N,592,0,0,palestinian faction resum talk
